"12.9","cellular","256","실버|",NA,"미개봉","0","0","1500000원","[미개봉]아이패드프로3세대 12.9인치 256기가 실버 셀룰러버젼","https://cafe.naver.com/joonggonara/594593707"
"12.9","WIFI","1024","실버|",NA,"새상품","0","0","1880000원","아이패드프로3세대 12.9 1TB 대용량 실버 WIFI 국내판 리퍼받은 새상품 팝니다.","https://cafe.naver.com/joonggonara/594592801"
"12.9","wifi","256","실버|",NA,NA,"0","0","12000원","아이패드 프로 3세대 12.9 256g 실버 wifi S급 팔아요.","https://cafe.naver.com/joonggonara/594591891"
"11",NA,"64","스페이스 그레이|",NA,"미개봉","0","0","840000원","아이패드 프로3세대 11인 64G 미개봉 2대 판매합니다 스페이스그레이","https://cafe.naver.com/joonggonara/594591618"
"12.9","wifi","64",NA,NA,NA,"1","0","1300000원","아이패드 프로 3세대 12.9인치 64기가 와이파이 애플팬슬 2세대 ipad pro","https://cafe.naver.com/joonggonara/594574175"
"12.9","wifi","256",NA,NA,NA,"0","0","11800원","아이패드 프로 3세대 12.9 256g 그래이 wifi S급 팔아요.","https://cafe.naver.com/joonggonara/594573935"
"12.9","WIFI","512",NA,NA,"미개봉","0","0","1500000원","아이패드 프로3세대 12.9 512기가 블랙 대용량 WIFI 미개봉 새상품 판매","https://cafe.naver.com/joonggonara/594572840"
"11","wifi","64",NA,NA,"미개봉","0","0","830000원","미개봉]아이패드프로3세대11인치 와이파이 64 팔아요","https://cafe.naver.com/joonggonara/594569491"
"12.9","WiFi","64",NA,NA,NA,"0","0","1000000원","아이패드 프로3세대 12.9 WiFi전용 64G 스페이스 그레이","https://cafe.naver.com/joonggonara/594568917"
"12.9","WiFi","64",NA,NA,NA,"0","0","1000000원","아이패드 프로3세대 12.9 WiFi전용 64G 스페이스 그레이","https://cafe.naver.com/joonggonara/594568917"
NA,"wifi","64",NA,"애플케어플러스|",NA,"0","0","820000원","아이패드 프로 3세대 64기가 와이파이 애플케어플러스 팝니다","https://cafe.naver.com/joonggonara/594563850"
"11","wifi","256",NA,NA,"미개봉","0","0","1400000원","아이패드 프로 3세대 11인치 256G wifi 스페이스 그레이 미개봉 팝니다.","https://cafe.naver.com/joonggonara/594561660"
